symbol,asOfDate,periodType,currencyCode,BasicEPS,DilutedEPS
PNC,2014-12-31,12M,USD,7.44,7.3
PNC,2015-12-31,12M,USD,7.52,7.39
PNC,2016-12-31,12M,USD,7.42,7.3
PNC,2017-12-31,12M,USD,10.49,10.36
PNC,2018-12-31,12M,USD,10.79,10.71
PNC,2019-12-31,12M,USD,11.43,11.39
PNC,2020-12-31,12M,USD,16.99,16.96
PNC,2021-12-31,12M,USD,12.71,12.7
PNC,2022-12-31,12M,USD,13.86,13.85
PRU,2001-12-31,12M,USD,-0.265496,-0.265496
PRU,2002-12-31,12M,USD,1.25,0.33565
PRU,2003-12-31,12M,USD,1.99,1.98
PRU,2004-12-31,12M,USD,3.38,3.31
PRU,2005-12-31,12M,USD,6.45,6.34
PRU,2006-12-31,12M,USD,6.63,6.5
PRU,2007-12-31,12M,USD,7.75,7.61
PRU,2008-12-31,12M,USD,-2.42,-2.42
PRU,2009-12-31,12M,USD,7.68,7.63
PRU,2010-12-31,12M,USD,5.82,5.75
PRU,2011-12-31,12M,USD,7.044981,7.044981
PRU,2012-12-31,12M,USD,0.95,0.94
PRU,2013-12-31,12M,USD,-1.55,-1.55
PRU,2014-12-31,12M,USD,3.022983,3.022983
PRU,2015-12-31,12M,USD,12.619062,12.17
PRU,2016-12-31,12M,USD,10.168209,10.168209
PRU,2017-12-31,12M,USD,18.41452,18.034404
PRU,2018-12-31,12M,USD,9.755747,9.558893
PRU,2019-12-31,12M,USD,10.340909,10.187394
PRU,2020-12-31,12M,USD,-0.944922,-1.0
PRU,2021-12-31,12M,USD,19.948347,19.51
PRU,2022-12-31,12M,USD,-3.93,-3.93
PSX,2009-12-31,12M,USD,0.74375,0.74375
PSX,2010-12-31,12M,USD,1.148438,1.148438
PSX,2011-12-31,12M,USD,7.460938,7.460938
PSX,2012-12-31,12M,USD,6.55,6.48
PSX,2013-12-31,12M,USD,6.07,6.02
PSX,2014-12-31,12M,USD,8.4,8.33
PSX,2015-12-31,12M,USD,7.78,7.73
PSX,2016-12-31,12M,USD,2.94,2.92
PSX,2017-12-31,12M,USD,9.9,9.85
PSX,2018-12-31,12M,USD,11.87,11.8
PSX,2019-12-31,12M,USD,6.8,6.77
PSX,2020-12-31,12M,USD,-9.06,-9.06
PSX,2021-12-31,12M,USD,2.97,2.97
PSX,2022-12-31,12M,USD,23.36,23.27
QCOM,1990-09-30,12M,USD,-0.035,-0.035
QCOM,1991-09-30,12M,USD,-0.02,-0.02
QCOM,1992-09-30,12M,USD,-0.01,-0.01
QCOM,1993-09-30,12M,USD,0.015,0.015
QCOM,1994-09-30,12M,USD,0.02,0.02
QCOM,1995-09-30,12M,USD,0.035,0.035
QCOM,1996-09-30,12M,USD,0.01875,0.01875
QCOM,1997-09-30,12M,USD,0.079375,0.079375
QCOM,1998-09-30,12M,USD,0.098125,0.091875
QCOM,1999-09-30,12M,USD,0.16875,0.155
QCOM,2000-09-30,12M,USD,0.465,0.425
QCOM,2001-09-30,12M,USD,-0.365,-0.365
QCOM,2002-09-30,12M,USD,0.235,0.22
QCOM,2003-09-30,12M,USD,0.525,0.505
QCOM,2004-09-30,12M,USD,1.06,1.03
QCOM,2005-09-30,12M,USD,1.31,1.26
QCOM,2006-09-30,12M,USD,1.49,1.44
QCOM,2007-09-30,12M,USD,1.99,1.95
QCOM,2008-09-30,12M,USD,1.94,1.9
QCOM,2009-09-30,12M,USD,0.96,0.95
QCOM,2010-09-30,12M,USD,1.98,1.96
QCOM,2011-09-30,12M,USD,2.57,2.52
QCOM,2012-09-30,12M,USD,3.59,3.51
QCOM,2013-09-30,12M,USD,3.99,3.91
QCOM,2014-09-30,12M,USD,4.73,4.65
QCOM,2015-09-30,12M,USD,3.26,3.22
QCOM,2016-09-30,12M,USD,3.84,3.81
QCOM,2017-09-30,12M,USD,1.67,1.65
QCOM,2018-09-30,12M,USD,-3.32,-3.32
QCOM,2019-09-30,12M,USD,3.63,3.59
QCOM,2020-09-30,12M,USD,4.58,4.52
QCOM,2021-09-30,12M,USD,7.99,7.87
QCOM,2022-09-30,12M,USD,11.52,11.37
RGA,1993-12-31,12M,USD,1.0,1.0
RGA,1994-12-31,12M,USD,1.05,1.05
RGA,1995-12-31,12M,USD,1.25,1.25
RGA,1996-12-31,12M,USD,3.24,3.24
RGA,1997-12-31,12M,USD,2.15,2.13
RGA,1998-12-31,12M,USD,1.5,1.48
RGA,1999-12-31,12M,USD,0.89,0.88
RGA,2000-12-31,12M,USD,1.57,1.56
RGA,2001-12-31,12M,USD,0.67,0.66
RGA,2002-12-31,12M,USD,2.49,2.47
RGA,2003-12-31,12M,USD,3.37,3.36
RGA,2004-12-31,12M,USD,3.56,3.52
RGA,2005-12-31,12M,USD,3.58,3.52
RGA,2006-12-31,12M,USD,4.71,4.57
RGA,2007-12-31,12M,USD,4.75,4.57
RGA,2008-12-31,12M,USD,2.836656,2.836656
RGA,2009-12-31,12M,USD,5.59,5.55
RGA,2010-12-31,12M,USD,7.85,7.69
RGA,2011-12-31,12M,USD,8.15,8.09
RGA,2012-12-31,12M,USD,8.57,8.52
RGA,2013-12-31,12M,USD,5.82,5.78
RGA,2014-12-31,12M,USD,9.88,9.78
RGA,2015-12-31,12M,USD,7.55,7.46
RGA,2016-12-31,12M,USD,10.91,10.79
RGA,2017-12-31,12M,USD,28.28,27.71
RGA,2018-12-31,12M,USD,11.25,11.0
RGA,2019-12-31,12M,USD,13.88,13.62
RGA,2020-12-31,12M,USD,6.35,6.31
RGA,2021-12-31,12M,USD,9.1,9.04
RGA,2022-12-31,12M,USD,9.31,9.21
RHI,1985-12-31,12M,USD,0.05,0.05
RHI,1986-12-31,12M,USD,0.03,0.03
RHI,1987-12-31,12M,USD,0.07,0.07
RHI,1988-12-31,12M,USD,0.09,0.09
RHI,1989-12-31,12M,USD,0.1,0.1
RHI,1990-12-31,12M,USD,0.07,0.07
RHI,1991-12-31,12M,USD,0.03,0.03
RHI,1992-12-31,12M,USD,0.04,0.04
RHI,1993-12-31,12M,USD,0.08,0.08
RHI,1994-12-31,12M,USD,0.153333,0.153333
RHI,1995-12-31,12M,USD,0.226667,0.226667
RHI,1996-12-31,12M,USD,0.333333,0.333333
RHI,1997-12-31,12M,USD,0.515,0.5
RHI,1998-12-31,12M,USD,0.72,0.695
RHI,1999-12-31,12M,USD,0.785,0.765
RHI,2000-12-31,12M,USD,1.05,1.0
RHI,2001-12-31,12M,USD,0.69,0.67
RHI,2002-12-31,12M,USD,0.01,0.01
RHI,2003-12-31,12M,USD,0.04,0.04
RHI,2004-12-31,12M,USD,0.83,0.79
RHI,2005-12-31,12M,USD,1.42,1.36
RHI,2006-12-31,12M,USD,1.71,1.65
RHI,2007-12-31,12M,USD,1.85,1.81
RHI,2008-12-31,12M,USD,1.650194,1.63
RHI,2009-12-31,12M,USD,0.24033,0.24
RHI,2010-12-31,12M,USD,0.44,0.44
RHI,2011-12-31,12M,USD,1.051915,1.04
RHI,2012-12-31,12M,USD,1.51,1.5
RHI,2013-12-31,12M,USD,1.852269,1.83
RHI,2014-12-31,12M,USD,2.276962,2.26
RHI,2015-12-31,12M,USD,2.71574,2.69
RHI,2016-12-31,12M,USD,2.682915,2.67
RHI,2017-12-31,12M,USD,2.34055,2.33
RHI,2018-12-31,12M,USD,3.603661,3.57
RHI,2019-12-31,12M,USD,3.929178,3.9
RHI,2020-12-31,12M,USD,2.716923,2.7
RHI,2021-12-31,12M,USD,5.418312,5.36
RHI,2022-12-31,12M,USD,6.08,6.03
RL,1997-03-31,12M,USD,0.89,0.89
RL,1998-03-31,12M,USD,1.2,1.2
RL,1999-03-31,12M,USD,0.91,0.91
RL,2000-03-31,12M,USD,1.45,1.45
RL,2001-03-31,12M,USD,0.61,0.608149
RL,2002-03-31,12M,USD,1.77,1.75
RL,2003-03-31,12M,USD,1.77,1.76
RL,2004-03-31,12M,USD,1.73,1.69
RL,2005-03-31,12M,USD,1.88,1.83
RL,2006-03-31,12M,USD,2.96,2.87
RL,2007-03-31,12M,USD,3.84,3.73
RL,2008-03-31,12M,USD,4.1,3.99
RL,2009-03-31,12M,USD,4.09,4.01
RL,2010-03-31,12M,USD,4.85,4.73
RL,2011-03-31,12M,USD,5.91,5.75
RL,2012-03-31,12M,USD,7.35,7.13
RL,2013-03-31,12M,USD,8.21,8.0
RL,2014-03-31,12M,USD,8.6,8.43
RL,2015-03-31,12M,USD,7.96,7.88
RL,2016-03-31,12M,USD,4.65,4.62
RL,2017-03-31,12M,USD,-1.2,-1.2
RL,2018-03-31,12M,USD,1.99,1.97
RL,2019-03-31,12M,USD,5.35,5.27
RL,2020-03-31,12M,USD,5.07,4.98
RL,2021-03-31,12M,USD,-1.65,-1.65
RL,2022-03-31,12M,USD,8.22,8.07
SBUX,1991-09-30,12M,USD,0.000156,0.000156
SBUX,1992-09-30,12M,USD,0.000234,0.000234
SBUX,1993-09-30,12M,USD,0.000625,0.000625
SBUX,1994-09-30,12M,USD,0.000781,0.000781
SBUX,1995-09-30,12M,USD,0.001406,0.001406
SBUX,1996-09-30,12M,USD,0.034375,0.03375
SBUX,1997-09-30,12M,USD,0.04375,0.04375
SBUX,1998-09-30,12M,USD,0.04875,0.046875
SBUX,1999-09-30,12M,USD,0.07,0.0675
SBUX,2000-09-30,12M,USD,0.06375,0.06125
SBUX,2001-09-30,12M,USD,0.12,0.115
SBUX,2002-09-30,12M,USD,0.14,0.135
SBUX,2003-09-30,12M,USD,0.1725,0.1675
SBUX,2004-09-30,12M,USD,0.2475,0.2375
SBUX,2005-09-30,12M,USD,0.1575,0.1525
SBUX,2006-09-30,12M,USD,0.37,0.355
SBUX,2007-09-30,12M,USD,0.45,0.435
SBUX,2008-09-30,12M,USD,0.215,0.215
SBUX,2009-09-30,12M,USD,0.261965,0.26
SBUX,2010-09-30,12M,USD,0.638833,0.62
SBUX,2011-09-30,12M,USD,0.834808,0.81
SBUX,2012-09-30,12M,USD,0.923395,0.895
SBUX,2013-09-30,12M,USD,0.00551,0.005
SBUX,2014-09-30,12M,USD,1.379653,1.355
SBUX,2015-09-30,12M,USD,1.85671,1.82
SBUX,2016-09-30,12M,USD,1.921246,1.9
SBUX,2017-09-30,12M,USD,1.997853,1.97
SBUX,2018-09-30,12M,USD,3.451455,3.24
SBUX,2019-09-30,12M,USD,3.038325,2.92
SBUX,2020-09-30,12M,USD,0.791187,0.79
SBUX,2021-09-30,12M,USD,3.561445,3.54
SBUX,2022-09-30,12M,USD,2.860031,2.83
SF,1986-07-31,12M,USD,0.151187,0.151187
SF,1987-07-31,12M,USD,0.208993,0.2001
SF,1988-07-31,12M,USD,-0.07337,-0.07337
SF,1989-07-31,12M,USD,0.02668,0.02668
SF,1990-07-31,12M,USD,0.02001,0.02001
SF,1991-07-31,12M,USD,-0.135624,-0.135624
SF,1992-07-31,12M,USD,0.302374,0.302374
SF,1993-07-31,12M,USD,0.322384,0.269024
SF,1994-12-31,12M,USD,-0.224616,-0.224616
SF,1995-12-31,12M,USD,0.025596,0.025596
SF,1996-12-31,12M,USD,0.136298,0.12286
SF,1997-12-31,12M,USD,0.224344,0.194714
SF,1998-12-31,12M,USD,0.171115,0.162226
SF,1999-12-31,12M,USD,0.240006,0.228895
SF,2000-12-31,12M,USD,0.291118,0.266673
SF,2001-12-31,12M,USD,0.062224,0.055557
SF,2002-12-31,12M,USD,0.088891,0.075557
SF,2003-12-31,12M,USD,0.482234,0.404455
SF,2004-12-31,12M,USD,0.708148,0.557037
SF,2005-12-31,12M,USD,0.592593,0.462222
SF,2006-12-31,12M,USD,0.397037,0.328889
SF,2007-12-31,12M,USD,0.657778,0.557037
SF,2008-12-31,12M,USD,1.026667,0.88
SF,2009-12-31,12M,USD,1.191111,1.044444
SF,2010-12-31,12M,USD,0.026667,0.022222
SF,2011-12-31,12M,USD,1.073333,0.886667
SF,2012-12-31,12M,USD,1.726667,1.466667
SF,2013-12-31,12M,USD,1.666667,1.466667
SF,2014-12-31,12M,USD,1.766667,1.54
SF,2015-12-31,12M,USD,0.9,0.786667
SF,2016-12-31,12M,USD,0.773333,0.666667
SF,2017-12-31,12M,USD,1.686667,1.426667
SF,2018-12-31,12M,USD,3.573333,3.153333
SF,2019-12-31,12M,USD,3.993333,3.66
SF,2020-12-31,12M,USD,4.49,4.16
SF,2021-12-31,12M,USD,7.34,6.66
SIRI,1994-12-31,12M,USD,-0.48,-0.48
SIRI,1995-12-31,12M,USD,-0.23,-0.23
SIRI,1996-12-31,12M,USD,-0.48,-0.48
SIRI,1997-12-31,12M,USD,-5.08,-5.08
SIRI,1998-12-31,12M,USD,-0.29,-0.29
SIRI,1999-12-31,12M,USD,-3.96,-3.96
SIRI,2000-12-31,12M,USD,-4.72,-4.72
SIRI,2001-12-31,12M,USD,-5.3,-5.3
SIRI,2002-12-31,12M,USD,-6.13,-6.13
SIRI,2003-12-31,12M,USD,-0.38,-0.38
SIRI,2004-12-31,12M,USD,-0.57,-0.57
SIRI,2005-12-31,12M,USD,-0.65,-0.65
SIRI,2006-12-31,12M,USD,-0.79,-0.79
SIRI,2007-12-31,12M,USD,-0.39,-0.39
SIRI,2008-12-31,12M,USD,-2.45,-2.45
SIRI,2009-12-31,12M,USD,-0.15,-0.15
SIRI,2010-12-31,12M,USD,0.01,0.01
SIRI,2011-12-31,12M,USD,0.11,0.07
SIRI,2012-12-31,12M,USD,0.55,0.51
SIRI,2013-12-31,12M,USD,0.06,0.06
SIRI,2014-12-31,12M,USD,0.09,0.08
SIRI,2015-12-31,12M,USD,0.09,0.09
SIRI,2016-12-31,12M,USD,0.15,0.15
SIRI,2017-12-31,12M,USD,0.14,0.14
SIRI,2018-12-31,12M,USD,0.26,0.26
SIRI,2019-12-31,12M,USD,0.2,0.2
SIRI,2020-12-31,12M,USD,0.03,0.03
SIRI,2021-12-31,12M,USD,0.32,0.32
SIRI,2022-12-31,12M,USD,0.31,0.31
SLB,1985-12-31,12M,USD,0.295,0.295
SLB,1986-12-31,12M,USD,-1.755,-1.755
SLB,1987-12-31,12M,USD,0.255,0.255
SLB,1988-12-31,12M,USD,0.43,0.43
SLB,1989-12-31,12M,USD,0.445,0.445
SLB,1990-12-31,12M,USD,0.6,0.6
SLB,1991-12-31,12M,USD,0.855,0.855
SLB,1992-12-31,12M,USD,0.69,0.69
SLB,1993-12-31,12M,USD,0.345,0.335
SLB,1994-12-31,12M,USD,0.55,0.55
SLB,1995-12-31,12M,USD,0.665,0.66
SLB,1996-12-31,12M,USD,0.8675,0.8675
SLB,1997-12-31,12M,USD,1.31,1.26
SLB,1998-12-31,12M,USD,0.935,0.905
SLB,1999-12-31,12M,USD,0.335,0.325
SLB,2000-12-31,12M,USD,0.645,0.635
SLB,2001-12-31,12M,USD,0.455,0.455
SLB,2002-12-31,12M,USD,-2.005,-2.005
SLB,2003-12-31,12M,USD,0.33,0.33
SLB,2004-12-31,12M,USD,1.04,1.02
SLB,2005-12-31,12M,USD,1.875,1.82
SLB,2006-12-31,12M,USD,3.14,3.01
SLB,2007-12-31,12M,USD,4.36,4.2
SLB,2008-12-31,12M,USD,4.54,4.45
SLB,2009-12-31,12M,USD,2.59,2.59
SLB,2010-12-31,12M,USD,3.41,3.38
SLB,2011-12-31,12M,USD,3.71,3.67
SLB,2012-12-31,12M,USD,4.12782,4.1
SLB,2013-12-31,12M,USD,5.088435,5.05
SLB,2014-12-31,12M,USD,4.199228,4.16
SLB,2015-12-31,12M,USD,1.649198,1.63
SLB,2016-12-31,12M,USD,-1.243183,-1.243183
SLB,2017-12-31,12M,USD,-1.084294,-1.084294
SLB,2018-12-31,12M,USD,1.543682,1.53
SLB,2019-12-31,12M,USD,-7.319134,-7.32
SLB,2020-12-31,12M,USD,-7.566906,-7.57
SLB,2021-12-31,12M,USD,1.343571,1.32
SNA,1985-12-31,12M,USD,0.97,0.97
SNA,1986-12-31,12M,USD,1.06,1.06
SNA,1987-12-31,12M,USD,1.42,1.42
SNA,1988-12-31,12M,USD,1.81,1.81
SNA,1989-12-31,12M,USD,1.7,1.7
SNA,1990-12-31,12M,USD,1.63,1.63
SNA,1991-12-31,12M,USD,1.17,1.17
SNA,1992-12-31,12M,USD,1.04,1.04
SNA,1993-12-31,12M,USD,1.35,1.34
SNA,1994-12-31,12M,USD,1.533333,1.533333
SNA,1995-12-31,12M,USD,1.84,1.84
SNA,1996-12-31,12M,USD,2.16,2.16
SNA,1997-12-31,12M,USD,2.47,2.44
SNA,1998-12-31,12M,USD,-0.08,-0.08
SNA,1999-12-31,12M,USD,2.18,2.16
SNA,2000-12-31,12M,USD,2.54,2.53
SNA,2001-12-31,12M,USD,0.33,0.33
SNA,2002-12-31,12M,USD,1.82,1.81
SNA,2003-12-31,12M,USD,1.35,1.35
SNA,2004-12-31,12M,USD,1.41,1.4
SNA,2005-12-31,12M,USD,1.61,1.59
SNA,2006-12-31,12M,USD,1.72,1.69
SNA,2007-12-31,12M,USD,3.13,3.09
SNA,2008-12-31,12M,USD,4.12,4.07
SNA,2009-12-31,12M,USD,2.33,2.32
SNA,2010-12-31,12M,USD,3.22,3.19
SNA,2011-12-31,12M,USD,4.75,4.71
SNA,2012-12-31,12M,USD,5.26,5.2
SNA,2013-12-31,12M,USD,6.02,5.93
SNA,2014-12-31,12M,USD,7.26,7.14
SNA,2015-12-31,12M,USD,8.24,8.1
SNA,2016-12-31,12M,USD,9.4,9.2
SNA,2017-12-31,12M,USD,9.72,9.52
SNA,2018-12-31,12M,USD,12.08,11.87
SNA,2019-12-31,12M,USD,12.59,12.41
SNA,2020-12-31,12M,USD,11.55,11.44
SNA,2021-12-31,12M,USD,15.22,14.92
SON,1985-12-31,12M,USD,0.52,0.52
SON,1986-12-31,12M,USD,0.57,0.57
SON,1987-12-31,12M,USD,0.64,0.64
SON,1988-12-31,12M,USD,1.0,1.0
SON,1989-12-31,12M,USD,1.07,1.07
SON,1990-12-31,12M,USD,0.53,0.53
SON,1991-12-31,12M,USD,1.0,1.0
SON,1992-12-31,12M,USD,0.45,0.45
SON,1993-12-31,12M,USD,1.16,1.15
SON,1994-12-31,12M,USD,1.212121,1.212121
SON,1995-12-31,12M,USD,1.563636,1.490909
SON,1996-12-31,12M,USD,1.645455,1.572727
SON,1997-12-31,12M,USD,0.0,0.0
SON,1998-12-31,12M,USD,1.76,1.73
SON,1999-12-31,12M,USD,1.84,1.83
SON,2000-12-31,12M,USD,1.67,1.66
SON,2001-12-31,12M,USD,0.96,0.96
SON,2002-12-31,12M,USD,1.4,1.39
SON,2003-12-31,12M,USD,1.44,1.43
SON,2004-12-31,12M,USD,1.54,1.53
SON,2005-12-31,12M,USD,1.63,1.61
SON,2006-12-31,12M,USD,1.95,1.92
SON,2007-12-31,12M,USD,2.13,2.1
SON,2008-12-31,12M,USD,1.650575,1.63
SON,2009-12-31,12M,USD,1.512566,1.5
SON,2010-12-31,12M,USD,2.000328,1.96
SON,2011-12-31,12M,USD,2.17059,2.13
SON,2012-12-31,12M,USD,1.943637,1.91
SON,2013-12-31,12M,USD,2.14,2.12
SON,2014-12-31,12M,USD,2.377315,2.32
SON,2015-12-31,12M,USD,2.477968,2.44
SON,2016-12-31,12M,USD,2.887643,2.81
SON,2017-12-31,12M,USD,1.763786,1.74
SON,2018-12-31,12M,USD,3.140971,3.1
SON,2019-12-31,12M,USD,2.912084,2.88
SON,2020-12-31,12M,USD,2.065398,2.05
SON,2021-12-31,12M,USD,-0.877858,-0.877858
STT,1985-12-31,12M,USD,0.2,0.185
STT,1986-12-31,12M,USD,0.25,0.23
STT,1987-12-31,12M,USD,0.28,0.27
STT,1988-12-31,12M,USD,0.315,0.3
STT,1989-12-31,12M,USD,0.355,0.345
STT,1990-12-31,12M,USD,0.4,0.39
STT,1991-12-31,12M,USD,0.465,0.455
STT,1992-12-31,12M,USD,0.525,0.51
STT,1993-12-31,12M,USD,0.58,0.57
STT,1994-12-31,12M,USD,0.675,0.67
STT,1995-12-31,12M,USD,0.745,0.7375
STT,1996-12-31,12M,USD,0.8975,0.89
STT,1997-12-31,12M,USD,1.185,1.16
STT,1998-12-31,12M,USD,1.355,1.33
STT,1999-12-31,12M,USD,1.925,1.89
STT,2000-12-31,12M,USD,1.85,1.815
STT,2001-12-31,12M,USD,1.94,1.9
STT,2002-12-31,12M,USD,3.14,3.1
STT,2003-12-31,12M,USD,2.18,2.15
STT,2004-12-31,12M,USD,2.38,2.35
STT,2005-12-31,12M,USD,2.53,2.5
STT,2006-12-31,12M,USD,3.34,3.29
STT,2007-12-31,12M,USD,3.5,3.45
STT,2008-12-31,12M,USD,4.33,4.3
STT,2009-12-31,12M,USD,-4.129846,-4.31
STT,2010-12-31,12M,USD,3.11,3.09
STT,2011-12-31,12M,USD,3.82,3.79
STT,2012-12-31,12M,USD,4.25,4.2
STT,2013-12-31,12M,USD,4.71,4.62
STT,2014-12-31,12M,USD,4.77,4.69
STT,2015-12-31,12M,USD,4.53,4.47
STT,2016-12-31,12M,USD,5.03,4.97
STT,2017-12-31,12M,USD,5.32,5.24
STT,2018-12-31,12M,USD,6.48,6.4
STT,2019-12-31,12M,USD,5.81,5.75
STT,2020-12-31,12M,USD,6.4,6.32
STT,2021-12-31,12M,USD,7.3,7.19
STX,2000-06-30,12M,USD,0.910448,0.802632
STX,2001-06-30,12M,USD,-1.298507,-1.298507
STX,2002-06-30,12M,USD,0.38,0.36
STX,2003-06-30,12M,USD,1.53,1.36
STX,2004-06-30,12M,USD,1.17,1.06
STX,2005-06-30,12M,USD,1.51,1.41
STX,2006-06-30,12M,USD,1.7,1.6
STX,2007-06-30,12M,USD,1.64,1.56
STX,2008-06-30,12M,USD,2.46,2.36
STX,2009-06-30,12M,USD,-6.32,-6.32
STX,2010-06-30,12M,USD,3.28,3.14
STX,2011-06-30,12M,USD,1.13,1.09
STX,2012-06-30,12M,USD,6.72,6.49
STX,2013-06-30,12M,USD,4.97,4.81
STX,2014-06-30,12M,USD,4.66,4.52
STX,2015-06-30,12M,USD,5.38,5.26
STX,2016-06-30,12M,USD,0.83,0.82
STX,2017-06-30,12M,USD,2.61,2.58
STX,2018-06-30,12M,USD,4.1,4.05
STX,2019-06-30,12M,USD,7.13,7.06
STX,2020-06-30,12M,USD,3.83,3.79
STX,2021-06-30,12M,USD,5.43,5.36
STX,2022-06-30,12M,USD,7.5,7.36
SWK,1985-12-31,12M,USD,0.95,0.95
SWK,1986-12-31,12M,USD,0.93,0.93
SWK,1987-12-31,12M,USD,1.0,1.0
SWK,1988-12-31,12M,USD,1.03,1.03
SWK,1989-12-31,12M,USD,1.35,1.34
SWK,1990-12-31,12M,USD,1.26,1.25
SWK,1991-12-31,12M,USD,1.13,1.12
SWK,1992-12-31,12M,USD,1.07,1.06
SWK,1993-12-31,12M,USD,0.94,0.92
SWK,1994-12-31,12M,USD,1.4,1.4
SWK,1995-12-31,12M,USD,0.665,0.665
SWK,1996-12-31,12M,USD,1.09,1.09
SWK,1997-12-31,12M,USD,-0.47,-0.47
SWK,1998-12-31,12M,USD,1.54,1.53
SWK,1999-12-31,12M,USD,1.67,1.67
SWK,2000-12-31,12M,USD,2.22,2.22
SWK,2001-12-31,12M,USD,1.85,1.81
SWK,2002-12-31,12M,USD,2.14,2.1
SWK,2003-12-31,12M,USD,1.28,1.27
SWK,2004-12-31,12M,USD,4.47,4.36
SWK,2005-12-31,12M,USD,3.23,3.16
SWK,2006-12-31,12M,USD,3.54,3.46
SWK,2007-12-31,12M,USD,4.09,4.0
SWK,2008-12-31,12M,USD,3.97,3.92
SWK,2009-12-31,12M,USD,1.34,1.32
SWK,2010-12-31,12M,USD,4.2,4.12
SWK,2011-12-31,12M,USD,4.06,3.97
SWK,2012-12-31,12M,USD,5.41,5.3
SWK,2013-12-31,12M,USD,3.16,3.09
SWK,2014-12-31,12M,USD,4.87,4.76
SWK,2015-12-31,12M,USD,5.96,5.79
SWK,2016-12-31,12M,USD,6.61,6.51
SWK,2017-12-31,12M,USD,8.19,8.04
SWK,2018-12-31,12M,USD,4.33,4.26
SWK,2019-12-31,12M,USD,6.44,6.35
SWK,2020-12-31,12M,USD,7.85,7.77
SWK,2021-12-31,12M,USD,10.55,10.16
SWK,2022-12-31,12M,USD,7.13,6.76
SYF,2011-12-31,12M,USD,2.276365,2.275272
SYF,2012-12-31,12M,USD,2.552179,2.549418
SYF,2013-12-31,12M,USD,2.21,2.21
SYF,2014-12-31,12M,USD,2.78,2.78
SYF,2015-12-31,12M,USD,2.66,2.65
SYF,2016-12-31,12M,USD,2.71,2.71
SYF,2017-12-31,12M,USD,2.43,2.42
SYF,2018-12-31,12M,USD,3.76,3.74
SYF,2019-12-31,12M,USD,5.59,5.56
SYF,2020-12-31,12M,USD,2.28,2.27
SYF,2021-12-31,12M,USD,7.4,7.34
T,1985-12-31,12M,USD,0.84,0.84
T,1986-12-31,12M,USD,0.86,0.86
T,1987-12-31,12M,USD,0.87,0.87
T,1988-12-31,12M,USD,0.89,0.88
T,1989-12-31,12M,USD,0.91,0.91
T,1990-12-31,12M,USD,0.92,0.92
T,1991-12-31,12M,USD,0.97,0.97
T,1992-12-31,12M,USD,1.09,1.09
T,1993-12-31,12M,USD,-1.37,-1.37
T,1994-12-31,12M,USD,1.37,1.37
T,1995-12-31,12M,USD,-0.765,-0.765
T,1996-12-31,12M,USD,1.73,1.73
T,1997-12-31,12M,USD,0.81,0.8
T,1998-12-31,12M,USD,2.06,2.03
T,1999-12-31,12M,USD,2.39,2.36
T,2000-12-31,12M,USD,2.35,2.32
T,2001-12-31,12M,USD,2.15,2.13
T,2002-12-31,12M,USD,1.7,1.69
T,2003-12-31,12M,USD,2.56,2.56
T,2004-12-31,12M,USD,1.78,1.77
T,2005-12-31,12M,USD,1.42,1.42
T,2006-12-31,12M,USD,1.89,1.89
T,2007-12-31,12M,USD,1.95,1.94
T,2008-12-31,12M,USD,2.17,2.16
T,2009-12-31,12M,USD,2.12,2.12
T,2010-12-31,12M,USD,3.36,3.35
T,2011-12-31,12M,USD,0.66,0.66
T,2012-12-31,12M,USD,1.25,1.25
T,2013-12-31,12M,USD,3.39,3.39
T,2014-12-31,12M,USD,1.19,1.19
T,2015-12-31,12M,USD,2.171706,2.171706
T,2016-12-31,12M,USD,2.1,2.1
T,2017-12-31,12M,USD,4.77,4.76
T,2018-12-31,12M,USD,2.85,2.85
T,2019-12-31,12M,USD,1.9,1.89
T,2020-12-31,12M,USD,-0.75,-0.75
T,2021-12-31,12M,USD,2.77,2.76
T,2022-12-31,12M,USD,-1.13,-1.13
TFC,1985-12-31,12M,USD,0.39,0.39
TFC,1986-12-31,12M,USD,0.45,0.45
TFC,1987-12-31,12M,USD,0.48,0.48
TFC,1988-12-31,12M,USD,0.57,0.57
TFC,1989-12-31,12M,USD,0.57,0.57
TFC,1990-12-31,12M,USD,0.51,0.51
TFC,1991-12-31,12M,USD,0.68,0.68
TFC,1992-12-31,12M,USD,0.72,0.69
TFC,1993-12-31,12M,USD,0.47,0.47
TFC,1994-12-31,12M,USD,1.19,1.135
TFC,1995-12-31,12M,USD,0.83,0.82
TFC,1996-12-31,12M,USD,1.28,1.27
TFC,1997-12-31,12M,USD,1.325,1.3
TFC,1998-12-31,12M,USD,1.75,1.71
TFC,1999-12-31,12M,USD,1.86,1.83
TFC,2000-12-31,12M,USD,1.57,1.55
TFC,2001-12-31,12M,USD,2.15,2.12
TFC,2002-12-31,12M,USD,2.75,2.72
TFC,2003-12-31,12M,USD,2.09,2.07
TFC,2004-12-31,12M,USD,2.82,2.8
TFC,2005-12-31,12M,USD,3.02,3.0
TFC,2006-12-31,12M,USD,2.84,2.81
TFC,2007-12-31,12M,USD,3.17,3.14
TFC,2008-12-31,12M,USD,2.73,2.71
TFC,2009-12-31,12M,USD,1.16,1.15
