symbol,asOfDate,periodType,currencyCode,BasicEPS,DilutedEPS
AAP,1998-12-31,12M,USD,-0.04,-0.04
AAP,1999-12-31,12M,USD,-0.3,-0.3
AAP,2000-12-31,12M,USD,0.230115,0.230115
AAP,2001-12-31,12M,USD,0.133333,0.13
AAP,2002-12-31,12M,USD,0.62,0.6
AAP,2003-12-31,12M,USD,1.14,1.113333
AAP,2004-12-31,12M,USD,1.693333,1.66
AAP,2005-12-31,12M,USD,2.17,2.13
AAP,2006-12-31,12M,USD,2.18,2.16
AAP,2007-12-31,12M,USD,2.3,2.28
AAP,2008-12-31,12M,USD,2.51,2.5
AAP,2009-12-31,12M,USD,2.85,2.83
AAP,2010-12-31,12M,USD,4.0,3.95
AAP,2011-12-31,12M,USD,5.21,5.11
AAP,2012-12-31,12M,USD,5.29,5.22
AAP,2013-12-31,12M,USD,5.36,5.32
AAP,2014-12-31,12M,USD,6.75,6.71
AAP,2015-12-31,12M,USD,6.45,6.4
AAP,2016-12-31,12M,USD,6.22,6.2
AAP,2017-12-31,12M,USD,6.44,6.42
AAP,2018-12-31,12M,USD,5.75,5.73
AAP,2019-12-31,12M,USD,6.87,6.84
AAP,2020-12-31,12M,USD,7.17,7.14
AAP,2021-12-31,12M,USD,9.62,9.55
AAP,2022-12-31,12M,USD,8.32,8.27
ADP,1986-06-30,12M,USD,0.19,0.18
ADP,1987-06-30,12M,USD,0.22,0.21
ADP,1988-06-30,12M,USD,0.28,0.27
ADP,1989-06-30,12M,USD,0.32,0.31
ADP,1990-06-30,12M,USD,0.36,0.36
ADP,1991-06-30,12M,USD,0.41,0.41
ADP,1992-06-30,12M,USD,0.46,0.46
ADP,1993-06-30,12M,USD,0.52,0.52
ADP,1994-06-30,12M,USD,0.585,0.585
ADP,1995-06-30,12M,USD,0.6925,0.6925
ADP,1996-06-30,12M,USD,0.785,0.785
ADP,1997-06-30,12M,USD,0.88,0.88
ADP,1998-06-30,12M,USD,1.02,0.99
ADP,1999-06-30,12M,USD,1.13,1.1
ADP,2000-06-30,12M,USD,1.34,1.31
ADP,2001-06-30,12M,USD,1.47,1.44
ADP,2002-06-30,12M,USD,1.78,1.75
ADP,2003-06-30,12M,USD,1.7,1.68
ADP,2004-06-30,12M,USD,1.58,1.56
ADP,2005-06-30,12M,USD,1.81,1.79
ADP,2006-06-30,12M,USD,2.7,2.68
ADP,2007-06-30,12M,USD,2.07,2.04
ADP,2008-06-30,12M,USD,2.37,2.34
ADP,2009-06-30,12M,USD,2.65,2.63
ADP,2010-06-30,12M,USD,2.42,2.4
ADP,2011-06-30,12M,USD,2.54,2.52
ADP,2012-06-30,12M,USD,2.85,2.82
ADP,2013-06-30,12M,USD,2.91,2.89
ADP,2014-06-30,12M,USD,3.17,3.14
ADP,2015-06-30,12M,USD,3.07,3.05
ADP,2016-06-30,12M,USD,3.27,3.25
ADP,2017-06-30,12M,USD,3.87,3.85
ADP,2018-06-30,12M,USD,3.68,3.66
ADP,2019-06-30,12M,USD,5.27,5.24
ADP,2020-06-30,12M,USD,5.73,5.7
ADP,2021-06-30,12M,USD,6.1,6.07
ADP,2022-06-30,12M,USD,7.04,7.0
AES,1990-12-31,12M,USD,0.07,0.07
AES,1991-12-31,12M,USD,0.17,0.17
AES,1992-12-31,12M,USD,0.21,0.21
AES,1993-12-31,12M,USD,0.25,0.25
AES,1994-12-31,12M,USD,0.34,0.34
AES,1995-12-31,12M,USD,0.36,0.36
AES,1996-12-31,12M,USD,0.405,0.405
AES,1997-12-31,12M,USD,0.555,0.545
AES,1998-12-31,12M,USD,0.875,0.845
AES,1999-12-31,12M,USD,0.595,0.58
AES,2000-12-31,12M,USD,1.45,1.4
AES,2001-12-31,12M,USD,0.52,0.51
AES,2002-12-31,12M,USD,-6.51,-6.51
AES,2003-12-31,12M,USD,-0.68,-0.68
AES,2004-12-31,12M,USD,0.6,0.6
AES,2005-12-31,12M,USD,0.96,0.95
AES,2006-12-31,12M,USD,0.4,0.39
AES,2007-12-31,12M,USD,-0.14,-0.14
AES,2008-12-31,12M,USD,1.84,1.82
AES,2009-12-31,12M,USD,0.99,0.98
AES,2010-12-31,12M,USD,0.01,0.01
AES,2011-12-31,12M,USD,0.07,0.07
AES,2012-12-31,12M,USD,-1.21,-1.21
AES,2013-12-31,12M,USD,0.15,0.15
AES,2014-12-31,12M,USD,1.07,1.06
AES,2015-12-31,12M,USD,0.45,0.44
AES,2016-12-31,12M,USD,-1.72,-1.72
AES,2017-12-31,12M,USD,-1.76,-1.76
AES,2018-12-31,12M,USD,1.82,1.81
AES,2019-12-31,12M,USD,0.46,0.45
AES,2020-12-31,12M,USD,0.07,0.07
AES,2021-12-31,12M,USD,-0.61,-0.61
AFG,1985-12-31,12M,USD,0.92046,0.92046
AFG,1986-12-31,12M,USD,1.28731,1.28731
AFG,1987-12-31,12M,USD,0.30682,0.30682
AFG,1988-12-31,12M,USD,0.97382,0.97382
AFG,1989-12-31,12M,USD,1.65416,1.65416
AFG,1990-12-31,12M,USD,1.0672,1.0672
AFG,1991-12-31,12M,USD,0.022233,0.022233
AFG,1992-12-31,12M,USD,4.32216,4.32216
AFG,1993-12-31,12M,USD,4.56895,4.56895
AFG,1994-12-31,12M,USD,-0.55361,-0.55361
AFG,1995-12-31,12M,USD,2.58796,2.56795
AFG,1996-12-31,12M,USD,2.56128,2.52793
AFG,1997-12-31,12M,USD,0.433333,0.426667
AFG,1998-12-31,12M,USD,1.353333,1.333333
AFG,1999-12-31,12M,USD,1.58,1.566667
AFG,2000-12-31,12M,USD,-0.633333,-0.633333
AFG,2001-12-31,12M,USD,-0.146667,-0.146667
AFG,2002-12-31,12M,USD,0.82,0.813333
AFG,2003-12-31,12M,USD,2.76,2.746667
AFG,2004-12-31,12M,USD,3.26,3.206667
AFG,2005-12-31,12M,USD,1.786667,1.746667
AFG,2006-12-31,12M,USD,3.84,3.75
AFG,2007-12-31,12M,USD,3.25,3.1
AFG,2008-12-31,12M,USD,1.71,1.67
AFG,2009-12-31,12M,USD,4.577271,4.45
AFG,2010-12-31,12M,USD,4.38,4.33
AFG,2011-12-31,12M,USD,3.505494,3.33
AFG,2012-12-31,12M,USD,5.484421,5.09
AFG,2013-12-31,12M,USD,5.293366,5.16
AFG,2014-12-31,12M,USD,5.153417,4.97
AFG,2015-12-31,12M,USD,4.024032,3.94
AFG,2016-12-31,12M,USD,7.47,7.33
AFG,2017-12-31,12M,USD,5.380884,5.28
AFG,2018-12-31,12M,USD,5.9356,5.85
AFG,2019-12-31,12M,USD,9.933149,9.85
AFG,2020-12-31,12M,USD,8.477595,8.2
AFG,2021-12-31,12M,USD,23.492432,23.3
AFG,2022-12-31,12M,USD,10.55,10.53
AFL,1985-12-31,12M,USD,0.045,0.045
AFL,1986-12-31,12M,USD,0.065,0.065
AFL,1987-12-31,12M,USD,0.08,0.08
AFL,1988-12-31,12M,USD,0.09,0.09
AFL,1989-12-31,12M,USD,0.07,0.07
AFL,1990-12-31,12M,USD,0.1,0.095
AFL,1991-12-31,12M,USD,0.125,0.12
AFL,1992-12-31,12M,USD,0.15,0.15
AFL,1993-12-31,12M,USD,0.21,0.205
AFL,1994-12-31,12M,USD,0.236667,0.236667
AFL,1995-12-31,12M,USD,0.29125,0.29125
AFL,1996-12-31,12M,USD,0.34125,0.34125
AFL,1997-12-31,12M,USD,0.5375,0.52
AFL,1998-12-31,12M,USD,0.4575,0.44
AFL,1999-12-31,12M,USD,0.5375,0.5175
AFL,2000-12-31,12M,USD,0.65,0.63
AFL,2001-12-31,12M,USD,0.655,0.64
AFL,2002-12-31,12M,USD,0.795,0.775
AFL,2003-12-31,12M,USD,0.775,0.76
AFL,2004-12-31,12M,USD,1.28,1.26
AFL,2005-12-31,12M,USD,1.48,1.46
AFL,2006-12-31,12M,USD,1.495,1.475
AFL,2007-12-31,12M,USD,1.675,1.655
AFL,2008-12-31,12M,USD,1.325,1.31
AFL,2009-12-31,12M,USD,1.605,1.595
AFL,2010-12-31,12M,USD,2.5,2.475
AFL,2011-12-31,12M,USD,2.105,2.09
AFL,2012-12-31,12M,USD,3.07,3.055
AFL,2013-12-31,12M,USD,3.4,3.38
AFL,2014-12-31,12M,USD,3.27,3.25
AFL,2015-12-31,12M,USD,2.94,2.925
AFL,2016-12-31,12M,USD,3.23,3.21
AFL,2017-12-31,12M,USD,5.52,5.48
AFL,2018-12-31,12M,USD,3.79,3.77
AFL,2019-12-31,12M,USD,4.45,4.43
AFL,2020-12-31,12M,USD,6.69,6.67
AFL,2021-12-31,12M,USD,6.42,6.39
AFL,2022-12-31,12M,USD,6.62,6.59
AIG,1985-12-31,12M,USD,4.2,4.2
AIG,1986-12-31,12M,USD,6.6,6.6
AIG,1987-12-31,12M,USD,9.8,9.8
AIG,1988-12-31,12M,USD,12.4,12.4
AIG,1989-12-31,12M,USD,14.0,14.0
AIG,1990-12-31,12M,USD,14.6,14.6
AIG,1991-12-31,12M,USD,15.4,15.2
AIG,1992-12-31,12M,USD,16.6,16.6
AIG,1993-12-31,12M,USD,19.6,19.4
AIG,1994-12-31,12M,USD,21.712593,21.712593
AIG,1995-12-31,12M,USD,25.125926,25.125926
AIG,1996-12-31,12M,USD,29.155556,29.155556
AIG,1997-12-31,12M,USD,33.777778,33.635556
AIG,1998-12-31,12M,USD,38.293333,38.08
AIG,1999-12-31,12M,USD,43.6,43.066667
AIG,2000-12-31,12M,USD,48.6,48.2
AIG,2001-12-31,12M,USD,41.0,40.4
AIG,2002-12-31,12M,USD,42.2,42.0
AIG,2003-12-31,12M,USD,71.0,70.6
AIG,2004-12-31,12M,USD,74.6,73.8
AIG,2005-12-31,12M,USD,80.6,79.8
AIG,2006-12-31,12M,USD,107.8,107.2
AIG,2007-12-31,12M,USD,48.0,47.8
AIG,2008-12-31,12M,USD,-756.8,-756.8
AIG,2009-12-31,12M,USD,-90.48,-90.48
AIG,2010-12-31,12M,USD,11.6,11.6
AIG,2011-12-31,12M,USD,9.44,9.44
AIG,2012-12-31,12M,USD,2.04,2.04
AIG,2013-12-31,12M,USD,6.16,6.13
AIG,2014-12-31,12M,USD,5.27,5.2
AIG,2015-12-31,12M,USD,1.69,1.65
AIG,2016-12-31,12M,USD,-0.78,-0.78
AIG,2017-12-31,12M,USD,-6.54,-6.54
AIG,2018-12-31,12M,USD,-0.01,-0.01
AIG,2019-12-31,12M,USD,3.79,3.74
AIG,2020-12-31,12M,USD,-6.88,-6.88
AIG,2021-12-31,12M,USD,10.95,10.82
AIG,2022-12-31,12M,USD,13.16,13.01
AIZ,2000-12-31,12M,USD,0.85,0.85
AIZ,2001-12-31,12M,USD,0.9,0.9
AIZ,2002-12-31,12M,USD,-9.17,-9.17
AIZ,2003-12-31,12M,USD,1.7,1.7
AIZ,2004-12-31,12M,USD,2.53,2.53
AIZ,2005-12-31,12M,USD,3.53,3.5
AIZ,2006-12-31,12M,USD,5.66,5.57
AIZ,2007-12-31,12M,USD,5.46,5.38
AIZ,2008-12-31,12M,USD,3.8,3.77
AIZ,2009-12-31,12M,USD,3.65,3.63
AIZ,2010-12-31,12M,USD,2.52,2.5
AIZ,2011-12-31,12M,USD,5.65,5.58
AIZ,2012-12-31,12M,USD,5.74,5.67
AIZ,2013-12-31,12M,USD,6.38,6.3
AIZ,2014-12-31,12M,USD,6.52,6.44
AIZ,2015-12-31,12M,USD,2.08,2.05
AIZ,2016-12-31,12M,USD,9.23,9.13
AIZ,2017-12-31,12M,USD,9.45,9.39
AIZ,2018-12-31,12M,USD,4.0,3.98
AIZ,2019-12-31,12M,USD,5.87,5.84
AIZ,2020-12-31,12M,USD,7.038215,6.99
AIZ,2021-12-31,12M,USD,10.29,10.2
ALL,1992-12-31,12M,USD,-0.96,-0.96
ALL,1993-12-31,12M,USD,1.5,1.5
ALL,1994-12-31,12M,USD,0.54,0.54
ALL,1995-12-31,12M,USD,2.13,2.12
ALL,1996-12-31,12M,USD,2.315,2.315
ALL,1997-12-31,12M,USD,3.575,3.555
ALL,1998-12-31,12M,USD,3.96,3.94
ALL,1999-12-31,12M,USD,3.4,3.38
ALL,2000-12-31,12M,USD,2.97,2.95
ALL,2001-12-31,12M,USD,1.61,1.6
ALL,2002-12-31,12M,USD,1.6,1.6
ALL,2003-12-31,12M,USD,3.85,3.83
ALL,2004-12-31,12M,USD,4.57,4.54
ALL,2005-12-31,12M,USD,2.67,2.64
ALL,2006-12-31,12M,USD,7.89,7.84
ALL,2007-12-31,12M,USD,7.83,7.77
ALL,2008-12-31,12M,USD,-3.07,-3.07
ALL,2009-12-31,12M,USD,1.58,1.58
ALL,2010-12-31,12M,USD,1.72,1.71
ALL,2011-12-31,12M,USD,1.51,1.51
ALL,2012-12-31,12M,USD,4.71,4.68
ALL,2013-12-31,12M,USD,4.87,4.81
ALL,2014-12-31,12M,USD,6.37,6.27
ALL,2015-12-31,12M,USD,5.12,5.05
ALL,2016-12-31,12M,USD,4.72,4.67
ALL,2017-12-31,12M,USD,8.49,8.36
ALL,2018-12-31,12M,USD,5.78,5.7
ALL,2019-12-31,12M,USD,14.25,14.03
ALL,2020-12-31,12M,USD,17.53,17.31
ALL,2021-12-31,12M,USD,5.04,4.96
ALL,2022-12-31,12M,USD,-5.22,-5.22
ALLY,2004-12-31,12M,USD,7.014045,7.014045
ALLY,2005-12-31,12M,USD,5.530771,5.530771
ALLY,2006-12-31,12M,USD,4.435281,4.435281
ALLY,2007-12-31,12M,USD,-5.651954,-5.651954
ALLY,2008-12-31,12M,USD,4.52738,4.52738
ALLY,2009-12-31,12M,USD,-24.958756,-24.958756
ALLY,2010-12-31,12M,USD,2.605425,2.605425
ALLY,2011-12-31,12M,USD,-2.229032,-2.229032
ALLY,2012-12-31,12M,USD,3.010174,3.010174
ALLY,2013-12-31,12M,USD,0.752448,0.752448
ALLY,2014-12-31,12M,USD,1.83,1.83
ALLY,2015-12-31,12M,USD,-2.66,-2.66
ALLY,2016-12-31,12M,USD,2.15,2.15
ALLY,2017-12-31,12M,USD,2.05,2.04
ALLY,2018-12-31,12M,USD,2.97,2.95
ALLY,2019-12-31,12M,USD,4.36,4.34
ALLY,2020-12-31,12M,USD,2.89,2.88
ALLY,2021-12-31,12M,USD,8.44,8.22
APA,1985-12-31,12M,USD,0.149457,0.149457
APA,1986-12-31,12M,USD,-0.208455,-0.208455
APA,1987-12-31,12M,USD,-1.565373,-1.565373
APA,1988-12-31,12M,USD,0.133725,0.133725
APA,1989-12-31,12M,USD,0.251718,0.251718
APA,1990-12-31,12M,USD,0.353978,0.353978
APA,1991-12-31,12M,USD,0.298916,0.298916
APA,1992-12-31,12M,USD,0.401176,0.401176
APA,1993-12-31,12M,USD,0.263517,0.263517
APA,1994-12-31,12M,USD,0.30303,0.30303
APA,1995-12-31,12M,USD,0.121212,0.121212
APA,1996-12-31,12M,USD,0.614719,0.614719
APA,1997-12-31,12M,USD,0.74026,0.714286
APA,1998-12-31,12M,USD,-0.580087,-0.580087
APA,1999-12-31,12M,USD,0.748918,0.744589
APA,2000-12-31,12M,USD,2.541126,2.454545
APA,2001-12-31,12M,USD,2.442857,2.366667
APA,2002-12-31,12M,USD,1.742857,1.714286
APA,2003-12-31,12M,USD,3.46,3.43
APA,2004-12-31,12M,USD,5.1,5.03
APA,2005-12-31,12M,USD,7.96,7.84
APA,2006-12-31,12M,USD,7.72,7.64
APA,2007-12-31,12M,USD,8.45,8.39
APA,2008-12-31,12M,USD,2.11,2.09
APA,2009-12-31,12M,USD,-0.87,-0.87
APA,2010-12-31,12M,USD,8.53,8.46
APA,2011-12-31,12M,USD,11.75,11.47
APA,2012-12-31,12M,USD,4.95,4.92
APA,2013-12-31,12M,USD,5.53,5.5
APA,2014-12-31,12M,USD,-14.06,-14.06
APA,2015-12-31,12M,USD,-61.2,-61.2
APA,2016-12-31,12M,USD,-3.71,-3.71
APA,2017-12-31,12M,USD,3.42,3.41
APA,2018-12-31,12M,USD,0.11,0.11
APA,2019-12-31,12M,USD,-9.43,-9.43
APA,2020-12-31,12M,USD,-12.86,-12.86
APA,2021-12-31,12M,USD,2.6,2.59
APA,2022-12-31,12M,USD,11.05,11.02
APO,2006-12-31,12M,USD,3.846541,3.846541
APO,2007-12-31,12M,USD,-5.874824,-5.874824
APO,2008-12-31,12M,USD,-9.408139,-9.408139
APO,2009-12-31,12M,USD,-1.600334,-1.600334
APO,2010-12-31,12M,USD,0.83,0.83
APO,2011-12-31,12M,USD,-4.18,-4.18
APO,2012-12-31,12M,USD,2.06,2.06
APO,2013-12-31,12M,USD,4.06,4.03
APO,2014-12-31,12M,USD,0.62,0.62
APO,2015-12-31,12M,USD,0.61,0.61
APO,2016-12-31,12M,USD,2.11,2.11
APO,2017-12-31,12M,USD,3.12,3.1
APO,2018-12-31,12M,USD,-0.208728,-0.208728
APO,2019-12-31,12M,USD,3.72,3.71
APO,2020-12-31,12M,USD,0.44,0.44
APO,2021-12-31,12M,USD,7.32,7.32
ARES,2011-12-31,12M,USD,1.290064,1.215354
ARES,2012-12-31,12M,USD,13.122084,13.122084
ARES,2013-12-31,12M,USD,1.0,0.95
ARES,2014-12-31,12M,USD,0.43,0.43
ARES,2015-12-31,12M,USD,0.240185,0.240185
ARES,2016-12-31,12M,USD,1.22,1.2
ARES,2017-12-31,12M,USD,0.62,0.62
ARES,2018-12-31,12M,USD,0.3,0.3
ARES,2019-12-31,12M,USD,1.11,1.06
ARES,2020-12-31,12M,USD,0.89,0.87
ARES,2021-12-31,12M,USD,2.24,2.15
BAC,1992-12-31,12M,USD,1.15,1.13
BAC,1993-12-31,12M,USD,1.445,1.43
BAC,1994-12-31,12M,USD,1.53,1.515
BAC,1995-12-31,12M,USD,1.7825,1.76
BAC,1996-12-31,12M,USD,2.0,1.96
BAC,1997-12-31,12M,USD,2.135,2.085
BAC,1998-12-31,12M,USD,1.485,1.45
BAC,1999-12-31,12M,USD,2.28,2.24
BAC,2000-12-31,12M,USD,2.28,2.26
BAC,2001-12-31,12M,USD,2.13,2.09
BAC,2002-12-31,12M,USD,3.04,2.955
BAC,2003-12-31,12M,USD,3.635,3.565
BAC,2004-12-31,12M,USD,3.76,3.69
BAC,2005-12-31,12M,USD,4.1,4.04
BAC,2006-12-31,12M,USD,4.66,4.59
BAC,2007-12-31,12M,USD,3.35,3.3
BAC,2008-12-31,12M,USD,0.56,0.55
BAC,2009-12-31,12M,USD,-0.29,-0.29
BAC,2010-12-31,12M,USD,-0.37,-0.37
BAC,2011-12-31,12M,USD,0.01,0.01
BAC,2012-12-31,12M,USD,0.26,0.25
BAC,2013-12-31,12M,USD,0.94,0.9
BAC,2014-12-31,12M,USD,0.36,0.36
BAC,2015-12-31,12M,USD,1.38,1.31
BAC,2016-12-31,12M,USD,1.58,1.5
BAC,2017-12-31,12M,USD,1.63,1.56
BAC,2018-12-31,12M,USD,2.64,2.61
BAC,2019-12-31,12M,USD,2.77,2.75
BAC,2020-12-31,12M,USD,1.88,1.87
BAC,2021-12-31,12M,USD,3.6,3.57
BAH,2009-03-31,12M,USD,-18.04,-18.04
BAH,2010-03-31,12M,USD,0.24,0.22
BAH,2011-03-31,12M,USD,0.74,0.66
BAH,2012-03-31,12M,USD,1.83,1.7
BAH,2013-03-31,12M,USD,1.56,1.45
BAH,2014-03-31,12M,USD,1.62,1.54
BAH,2015-03-31,12M,USD,1.58,1.52
BAH,2016-03-31,12M,USD,1.98,1.94
BAH,2017-03-31,12M,USD,1.69,1.67
BAH,2018-03-31,12M,USD,2.08,2.05
BAH,2019-03-31,12M,USD,2.94,2.91
BAH,2020-03-31,12M,USD,3.43,3.41
BAH,2021-03-31,12M,USD,4.4,4.37
BAH,2022-03-31,12M,USD,3.46,3.44
BBWI,1986-01-31,12M,USD,0.2,0.2
BBWI,1987-01-31,12M,USD,0.31,0.31
BBWI,1988-01-31,12M,USD,0.32,0.32
BBWI,1989-01-31,12M,USD,0.34,0.34
BBWI,1990-01-31,12M,USD,0.49,0.48
BBWI,1991-01-31,12M,USD,0.56,0.55
BBWI,1992-01-31,12M,USD,0.56,0.56
BBWI,1993-01-31,12M,USD,0.63,0.63
BBWI,1994-01-31,12M,USD,0.55,0.54
BBWI,1995-01-31,12M,USD,0.625,0.625
BBWI,1996-01-31,12M,USD,1.35,1.34
BBWI,1997-01-31,12M,USD,0.78,0.77
BBWI,1998-01-31,12M,USD,0.4,0.395
BBWI,1999-01-31,12M,USD,4.26,4.16
BBWI,2000-01-31,12M,USD,1.05,1.0
BBWI,2001-01-31,12M,USD,1.0,0.96
BBWI,2002-01-31,12M,USD,1.21,1.19
BBWI,2003-01-31,12M,USD,0.98,0.96
BBWI,2004-01-31,12M,USD,1.38,1.36
BBWI,2005-01-31,12M,USD,1.5,1.47
BBWI,2006-01-31,12M,USD,1.7,1.66
BBWI,2007-01-31,12M,USD,1.71,1.68
BBWI,2008-01-31,12M,USD,1.91,1.89
BBWI,2009-01-31,12M,USD,0.66,0.65
BBWI,2010-01-31,12M,USD,1.243861,1.23
BBWI,2011-01-31,12M,USD,2.507118,2.42
BBWI,2012-01-31,12M,USD,2.881634,2.7
BBWI,2013-01-31,12M,USD,2.537199,2.537199
BBWI,2014-01-31,12M,USD,3.05018,3.05
BBWI,2015-01-31,12M,USD,3.568356,3.5
BBWI,2016-01-31,12M,USD,4.320662,4.22
BBWI,2017-01-31,12M,USD,4.04935,3.98
BBWI,2018-01-31,12M,USD,3.424299,3.42
BBWI,2019-01-31,12M,USD,-1.326738,-1.33
BBWI,2020-01-31,12M,USD,-1.33,-1.33
BBWI,2021-01-31,12M,USD,3.0,3.0
BBWI,2022-01-31,12M,USD,4.884238,4.88
BBWI,2023-01-31,12M,USD,3.502403,3.43
BBY,1986-03-31,12M,USD,0.026693,0.026693
BBY,1987-03-31,12M,USD,0.04004,0.04004
BBY,1988-03-31,12M,USD,0.013347,0.013347
BBY,1989-03-31,12M,USD,0.013347,0.013347
BBY,1990-02-28,12M,USD,0.026693,0.026693
BBY,1991-02-28,12M,USD,0.022244,0.022244
BBY,1992-02-29,12M,USD,0.04004,0.04004
BBY,1993-02-28,12M,USD,0.066733,0.066733
BBY,1994-02-28,12M,USD,0.111222,0.111222
BBY,1995-02-28,12M,USD,0.151262,0.142364
BBY,1996-02-29,12M,USD,0.124569,0.124569
BBY,1997-02-28,12M,USD,0.004449,0.004449
BBY,1998-02-28,12M,USD,0.24,0.231111
BBY,1999-02-28,12M,USD,0.502725,0.476031
BBY,2000-02-29,12M,USD,0.756311,0.725169
BBY,2001-02-28,12M,USD,0.854187,0.827494
BBY,2002-02-28,12M,USD,1.2006,1.18059
BBY,2003-02-28,12M,USD,0.20677,0.2001
BBY,2004-02-29,12M,USD,1.45406,1.43405
BBY,2005-02-28,12M,USD,2.01434,1.96098
BBY,2006-02-28,12M,USD,2.33,2.27
BBY,2007-02-28,12M,USD,2.86,2.79
BBY,2008-02-29,12M,USD,3.2,3.12
BBY,2009-02-28,12M,USD,2.43,2.39
BBY,2010-02-28,12M,USD,3.16,3.1
BBY,2011-02-28,12M,USD,3.14,3.08
BBY,2012-02-29,12M,USD,-3.36,-3.36
BBY,2014-01-31,12M,USD,1.56,1.53
BBY,2015-01-31,12M,USD,3.53,3.49
BBY,2016-01-31,12M,USD,2.59,2.56
BBY,2017-01-31,12M,USD,3.86,3.81
BBY,2018-01-31,12M,USD,3.33,3.26
BBY,2019-01-31,12M,USD,5.3,5.2
BBY,2020-01-31,12M,USD,5.82,5.75
BBY,2021-01-31,12M,USD,6.93,6.84
BBY,2022-01-31,12M,USD,9.94,9.84
BBY,2023-01-31,12M,USD,6.31,6.29
BEN,1985-09-30,12M,USD,0.02,0.02
BEN,1986-09-30,12M,USD,0.046667,0.046667
BEN,1987-09-30,12M,USD,0.083333,0.083333
BEN,1988-09-30,12M,USD,0.093333,0.093333
BEN,1989-09-30,12M,USD,0.113333,0.113333
BEN,1990-09-30,12M,USD,0.126667,0.126667
BEN,1991-09-30,12M,USD,0.14,0.14
BEN,1992-09-30,12M,USD,0.176667,0.176667
BEN,1993-09-30,12M,USD,0.236667,0.233333
BEN,1994-09-30,12M,USD,0.333333,0.333333
BEN,1995-09-30,12M,USD,0.36,0.355556
BEN,1996-09-30,12M,USD,0.42,0.417778
BEN,1997-09-30,12M,USD,0.571667,0.571667
BEN,1998-09-30,12M,USD,0.66,0.66
BEN,1999-09-30,12M,USD,0.563333,0.563333
BEN,2000-09-30,12M,USD,0.76,0.76
BEN,2001-09-30,12M,USD,0.64,0.636667
BEN,2002-09-30,12M,USD,0.553333,0.55
BEN,2003-09-30,12M,USD,0.66,0.656667
BEN,2004-09-30,12M,USD,0.946667,0.933333
BEN,2005-09-30,12M,USD,1.406667,1.353333
BEN,2006-09-30,12M,USD,1.656667,1.62
BEN,2007-09-30,12M,USD,2.37,2.343333
BEN,2008-09-30,12M,USD,2.24,2.223333
BEN,2009-09-30,12M,USD,1.296667,1.29
BEN,2010-09-30,12M,USD,2.12,2.11
BEN,2011-09-30,12M,USD,2.886667,2.873333
BEN,2012-09-30,12M,USD,2.993333,2.983333
BEN,2013-09-30,12M,USD,3.37,3.37
BEN,2014-09-30,12M,USD,3.79,3.79
BEN,2015-09-30,12M,USD,3.29,3.29
BEN,2016-09-30,12M,USD,2.94,2.94
BEN,2017-09-30,12M,USD,3.01,3.01
BEN,2018-09-30,12M,USD,1.39,1.39
BEN,2019-09-30,12M,USD,2.35,2.35
BEN,2020-09-30,12M,USD,1.59,1.59
BEN,2021-09-30,12M,USD,3.58,3.57
BEN,2022-09-30,12M,USD,2.53,2.53
BIP,2007-12-31,12M,USD,0.021022,0.021022
BIP,2008-12-31,12M,USD,0.32,0.32
BIP,2009-12-31,12M,USD,0.435556,0.435556
BIP,2010-12-31,12M,USD,1.837353,1.837353
BIP,2011-12-31,12M,USD,0.627955,0.627955
BIP,2012-12-31,12M,USD,0.208889,0.208889
BIP,2013-12-31,12M,USD,-0.191111,-0.191111
BIP,2014-12-31,12M,USD,0.297778,0.297778
BIP,2015-12-31,12M,USD,0.462222,0.462222
BIP,2016-12-31,12M,USD,0.753333,0.753333
BIP,2017-12-31,12M,USD,-0.026667,-0.026667
BIP,2018-12-31,12M,USD,0.393333,0.393333
BIP,2019-12-31,12M,USD,0.046667,0.046667
BIP,2020-12-31,12M,USD,0.233333,0.233333
BIP,2021-12-31,12M,USD,1.16,1.16
BK,1985-12-31,12M,USD,0.54,0.51
BK,1986-12-31,12M,USD,0.63,0.57
BK,1987-12-31,12M,USD,0.38,0.36
BK,1988-12-31,12M,USD,0.71,0.66
BK,1989-12-31,12M,USD,0.03,0.03
BK,1990-12-31,12M,USD,0.5,0.5
BK,1991-12-31,12M,USD,0.16,0.16
BK,1992-12-31,12M,USD,0.56,0.53
BK,1993-12-31,12M,USD,0.72,0.68
BK,1994-12-31,12M,USD,0.98,0.925
BK,1995-12-31,12M,USD,1.1425,1.075
BK,1996-12-31,12M,USD,1.235,1.205
BK,1997-12-31,12M,USD,1.44,1.355
BK,1998-12-31,12M,USD,1.59,1.53
BK,1999-12-31,12M,USD,2.31,2.27
BK,2000-12-31,12M,USD,1.95,1.92
BK,2001-12-31,12M,USD,1.84,1.81
BK,2002-12-31,12M,USD,1.25,1.24
BK,2003-12-31,12M,USD,1.54,1.52
BK,2004-12-31,12M,USD,1.87,1.85
BK,2005-12-31,12M,USD,2.05,2.03
BK,2006-12-31,12M,USD,3.98,3.93
BK,2007-12-31,12M,USD,2.21,2.18
BK,2008-12-31,12M,USD,1.21,1.2
BK,2009-12-31,12M,USD,-1.16,-1.16
BK,2010-12-31,12M,USD,2.06,2.05
BK,2011-12-31,12M,USD,2.03,2.03
BK,2012-12-31,12M,USD,2.085965,2.085965
BK,2013-12-31,12M,USD,1.75,1.74
